Date,Revenue,COGS,Payroll,Marketing,R&D,Consulting,Travel,Profit
2020-02-06,103132.95392507133,58506.132389424674,11234.421578306554,8655.245193594326,7582.077751368002,3831.631600280162,1395.959477388147,11927.48593470946
2020-02-07,70604.94814180337,35993.12647201808,8252.82880390343,6898.159225904971,4983.027081095383,1465.6888051241826,1341.8167306709474,11670.301023086373
2020-02-08,80077.20926652354,35060.93791852705,9683.134324291888,6049.85223265369,5639.784827627405,1843.1820439164348,1431.3717624886226,20368.946157018443
2020-02-09,102952.91853803686,56014.29443972987,12913.070007293041,9851.640951499876,6854.506219432736,2316.6798466044474,1105.6337501006,13897.093323376292
2020-02-10,111076.99869993115,55785.39327157553,13755.5193504944,10928.933309115808,7431.867660433561,3116.988404648369,1563.0055403953136,18495.29116326818
2020-02-11,102570.52421784955,53425.149563148145,11645.214233100935,9473.195433885934,7392.352574443276,4096.63986561109,1371.6939045968718,15166.278643063313
2020-02-12,98265.27576417639,48364.170766294636,9969.85076600048,6435.189320154991,5709.219836140402,2306.0068116460952,1754.213052903467,23726.625211036328
2020-02-13,95483.44456616067,54018.97549003746,12437.203816804813,5710.939540884635,5784.678675938299,2187.4925814901962,1346.5893747559942,13997.565086249291
2020-02-14,77822.17014448858,44040.5422188775,9322.103088557984,6023.90315505559,5926.088459012557,2980.675856776353,1310.9832490558967,8217.874117152722
2020-02-15,89202.33687407937,48336.762881448776,10252.346407317551,6480.615562320996,5286.66177498497,3357.6660845686665,1429.4096948807994,14058.87446855761
2020-02-16,93090.41843560319,39198.539039346404,13344.237065364847,8740.065489783303,6180.206519632378,1921.8337593820222,1839.1303503837785,21866.406211710462
2020-02-17,115856.83339328374,65780.12378129996,15911.449089284422,6372.309302108137,8235.009169173245,4058.942111650341,2245.0562889217626,13253.943650845875
2020-02-18,105154.27434352692,56173.68634601583,15025.313124151773,6612.83717299979,8412.104804087932,3481.5858907870343,1501.2870645295548,13947.459940955028
2020-02-19,73554.397669559,39675.59760613819,9175.847833049402,6442.625810112141,4638.247634445534,2600.502210092289,1267.7675719364042,9753.809003785034
2020-02-20,104861.25954092192,49557.071383667055,11172.606754656388,5741.083938640463,6589.7737243477395,3134.3081959380024,1918.3948973472432,26748.02064632502
2020-02-21,94223.76579375526,54259.31251081708,12702.40685625966,6222.3698407753545,7092.943793416694,3752.704981712472,1789.2016654100514,8404.826145363942
2020-02-22,89846.16999541062,48972.84001907305,9910.363992732675,6231.529967211249,6663.449583753106,1875.7131338461552,959.6777264118472,15232.595572382532
2020-02-23,109175.14433261302,46128.47381980542,13326.080073607265,8857.345596646712,7853.216663824501,2695.25392211424,1421.5464084311948,28893.2278481837
2020-02-24,115464.99283743926,55602.81469937023,11921.765065264492,6686.188882139551,7377.853844837657,3225.04344766126,1524.4035222420252,29126.92337592406
2020-02-25,113969.20178674298,65791.69318110553,16099.907171276267,10602.580430299307,6806.0325779036475,3304.60069536541,1634.8266006675483,9729.561130125265
2020-02-26,87411.73715166042,35789.80399730349,9291.608225763828,6326.609070125245,5966.892525780326,3359.0012475307763,1022.0746305023796,25655.747454654374
2020-02-27,95361.81436223179,56481.21238630662,13842.232277134708,9140.53343083607,7274.838008696078,2975.2969314281404,1426.8090737147234,4220.892254115432
2020-02-28,104968.95147105346,56245.77712339983,15032.76415453498,7704.03828650298,8031.523367209915,2194.0841074128916,1745.8586400815245,14014.905791911326
2020-02-29,114633.17690683539,60328.59759071802,14126.147601875075,7308.095778324515,6104.784144878523,3227.756082939108,1716.4758316011555,21821.319876498994
2020-03-01,92812.38643232065,42147.20462612923,12735.568114521795,5298.792924386227,5833.305683705844,2629.357110609507,1546.0623246777263,22622.095648290328
2020-03-02,97215.11535004275,43723.31062810161,12732.482750216652,4878.959758219857,6216.095724828905,3821.50856599386,1036.74246251265,24806.01546016922
2020-03-03,83404.97538990958,49076.4586784255,11689.522748261728,6389.477866431299,6616.388339568961,2667.6198804046103,1564.666772328387,5400.841104489082
2020-03-04,82056.90063878994,37717.82288359146,9977.319476404607,4542.4923535651715,5771.877505041224,2684.3291485163877,1591.1400802797607,19771.91919139134
2020-03-05,112187.88733591296,62275.61510570815,15626.698418491778,7806.749877425837,6980.03782212819,3844.1247609585794,1815.096158169601,13839.565193030823
2020-03-06,120343.60042856235,57599.37869206307,14817.04596327388,9562.934290335676,6111.257016000015,4260.258082985907,2264.133665898526,25728.592718005282
2020-03-07,98919.848176295,42322.93757850879,14545.994461254348,6309.532762112792,6623.826834759032,3234.7800724983776,1119.2246818651493,24763.5517852965
2020-03-08,115052.99346838036,46267.76280250333,14303.227653809943,6760.65364167403,6084.26453134666,2846.858272002595,2068.0187886128706,36722.20777843094
2020-03-09,105424.54037571451,53645.432070474446,12981.025243199507,9354.960567921606,7910.372115383401,3951.4085832480573,1179.8568390915943,16401.4849563959
2020-03-10,90323.20368092314,53756.37526743441,12577.830650900447,8792.020778910797,6555.257071617925,3129.0121906449854,1271.7599492437575,4240.9477721708245
2020-03-11,105420.9340826262,49951.31010406482,14872.667792606393,5800.472837664198,6727.46587786508,3672.5922717975664,1395.5818646902674,23000.843333937897
2020-03-12,123070.54849698953,58020.1906914846,15719.118821454773,7110.9567529938495,7738.223606619999,4914.346660059629,1951.3965562222406,27616.31540815445
2020-03-13,99462.60941335073,46629.893803053696,10840.41892618683,9747.398668677542,7650.680721979936,3585.6798538862104,1294.5203186432843,19714.017120923236
2020-03-14,123469.6548372101,62242.13551881758,15234.662849900827,6406.742983133036,7241.958330691624,4516.893847851306,2021.585487152605,25805.675819663127
2020-03-15,60703.82343865383,29631.538031262193,9008.667458487624,6002.492209226615,3488.685086305582,2369.1555176576935,830.0563657293994,9373.22876998473
2020-03-16,112328.53756562836,64699.3196668216,15461.945650122916,5642.512277915672,8781.387101722728,2586.10397490197,2090.198622173404,13067.070271970064
2020-03-17,101305.70602357257,50764.710552457735,14239.340616652007,9490.66630074981,7524.721926347077,3034.5665860988747,1655.2175599395378,14596.482481327519
2020-03-18,95514.88974301198,47905.64268335105,9708.255169325153,6243.451026015404,7127.2033784138075,3019.3536997942942,1160.7908287352814,20350.19295737699
2020-03-19,101376.41164803253,43356.08780857019,12509.136838674647,9826.359105143549,5662.462036417202,2695.1440703878898,1354.5200630256713,25972.701725813386
2020-03-20,70186.46628098661,41869.58964261445,9287.849247800128,4621.586804736286,3811.0464921723656,2582.024415467715,1296.6394383619863,6717.730239833683
2020-03-21,96704.92168243731,43516.69043981545,13683.904451449544,7998.978163135593,4910.76165141672,3408.69302965681,1340.7941563682243,21845.099790594977
2020-03-22,105356.6885726762,43688.55447062371,10795.23430603552,5689.432755058849,6017.0516816520885,3626.130843018839,1618.0670386100678,33922.21747767713
2020-03-23,122168.41067112274,65070.46892441268,17423.896259768804,7588.672929732943,8945.86919143916,4879.771458559569,2014.4861560426073,16245.245751166978
2020-03-24,92225.9467258953,47872.02411765359,11751.43445140906,8178.962845860809,5275.430448928084,2322.9527890309414,1243.0302093935836,15582.111863619226
2020-03-25,87872.59595660219,42445.02364592966,9654.184136311369,6716.479718244621,6315.675745329045,3049.982677528592,1137.0526139708109,18554.197419288103
2020-03-26,92473.64434623196,44797.788634817385,10714.251737271015,8914.316266511685,5322.5284774954935,2869.2805129920202,1364.221971838099,18491.256745306266
2020-03-27,113731.03176553111,63349.63865471326,12976.310116848046,8124.668590355895,7035.262297509676,2986.552288440195,1381.6966642842433,17876.903153379782
2020-03-28,104931.26664489527,46079.78170277265,13278.31220837831,9810.088996657161,8341.497264181757,2435.6370079282583,1347.538435242017,23638.4110297351
2020-03-29,92053.59694349441,51922.892460141054,9443.25233166393,6669.077991535315,5278.7538603347875,3490.4585317820324,977.6814469144263,14271.480321122857
2020-03-30,107699.01149670035,57053.48917424628,11623.610527516334,10658.154156137476,6600.992910327511,3436.5795674925166,1404.3630974315686,16921.822063548665
2020-03-31,101456.1632402206,49083.878448346986,14268.252227668314,9941.863846150061,5989.222665935525,3703.015706685734,1339.9357008832183,17129.994644550767
2020-04-01,114529.67485799333,56303.443649798726,12212.322083054565,7611.279736458116,6103.143164120281,3539.7571712225567,2246.881146609724,26512.847906729352
2020-04-02,89469.20359183972,40380.08568293786,9991.009276670224,8436.60444135953,5788.373341814559,2183.0075561282547,1422.3177194142304,21267.805573515056
2020-04-03,95085.06780103348,52336.99558413758,11663.945518746694,8784.012639362783,5834.48821201078,2543.6183916167256,1699.5337910703754,12222.473664088538
2020-04-04,94118.37770301764,47301.53882333206,11845.366723580282,5697.363745665752,6667.968241239646,2600.5638917463007,983.8921111932134,19021.684166260384
2020-04-05,78047.27577801821,36227.27490773268,10784.613462273372,6338.57204267598,5816.694601316847,3079.643748070582,863.6217448454905,14936.85527110326
2020-04-06,104441.80415596864,54227.23155387697,12780.190700521072,5601.64381632012,6927.3628705972915,2100.603078268661,1895.135139001774,20909.63699738274
2020-04-07,103915.82908269834,62260.84585930325,14495.554756169802,9543.165865725536,5296.162990975981,4126.842621278721,1687.1249748457496,6506.132014399322
2020-04-08,100076.70184963691,48742.60341737121,13101.773135464307,5877.23390960489,6862.026335871155,3963.961371630619,1191.8955357864706,20337.208143908254
2020-04-09,96481.19299937278,56358.35814602608,10193.719189313708,5165.673993548284,4984.384561374431,3851.820193539773,1355.3633667757858,14571.873548794712
2020-04-10,78769.4388692438,36943.132123957075,8492.650870915662,5514.723622479612,5394.973196064347,2326.200445889164,1212.0036942708896,18885.754915667043
2020-04-11,93690.32015851961,38501.71303039671,11416.32349872494,7387.117001522902,6609.936265882123,3679.797821879279,1727.2839513928056,24368.14858872084
2020-04-12,94859.28225209846,41818.564823992565,11368.36037330471,8797.804566311268,5305.766968859866,2647.7107340378093,1005.8992042365792,23915.175581355652
2020-04-13,87965.84096167571,42552.5104625481,12066.908944711551,8683.295200991104,6560.52623841441,1805.5770709537446,1404.5701896645214,14892.452854392279
2020-04-14,97580.71432500986,43318.71237460006,12591.50867932542,7023.335382103527,7546.16585474723,2389.453460559455,1675.4959175013025,23036.042656172867
2020-04-15,106060.76285221807,42429.121110212196,12664.360818185824,5623.590480805256,7890.136852984077,4126.392074232286,2097.7671928917425,31229.394322906694
2020-04-16,128292.78851815795,74794.73516246973,13924.644498415846,11219.945753689071,7588.93869035265,2601.1739881850744,2318.45605742797,15844.894367617599
2020-04-17,102618.66719247759,58367.02296732916,11425.752774770057,8030.799673950535,6936.949081272411,3172.957153289848,1309.6474595270454,13375.53808233855
2020-04-18,103863.25586084145,56964.67993682533,13374.996062555481,7519.135460413916,8043.633190216743,2234.309660633913,1775.6246122814932,13950.876937914582
2020-04-19,98883.3112635075,42872.13708456818,11981.882683648439,6473.242103461578,5895.417261205019,2544.0630654593056,1743.5875593929343,27372.981505772026
2020-04-20,71218.43177051438,30201.793736198953,8955.459659879174,5349.923352367306,5312.95445382373,1549.84532896818,1231.890496819748,18616.56474245729
2020-04-21,99602.29186826175,41187.6343450305,10810.222373141147,6666.777834060919,5008.426937095614,3704.266249149779,1812.905206984274,30412.058922799508
2020-04-22,100903.45314911539,54972.79032523425,13434.821813696817,8864.428233984276,5056.211604563239,3210.8905761573415,1920.9292846343933,13443.38131084507
2020-04-23,136948.6316872793,80219.24853820336,19532.563869758964,10571.706460264144,9968.675755172744,5209.817556072995,1504.2846756252761,9942.334832181805
2020-04-24,97114.58552828316,47208.095771923014,10963.942967477298,9113.46468433287,7074.15926660782,3279.274423974001,1072.8868414532908,18402.761572514864
2020-04-25,104523.21013500419,44299.87715293539,13021.053249048615,8066.8082471755315,7700.15335867851,4120.365841346927,1877.6549351279343,25437.297350691282
2020-04-26,99479.32345442135,49986.227611635055,14800.172280557035,6159.075356904764,7749.519391548142,3004.0321518902724,1245.8516667729411,16534.44499511314
2020-04-27,82469.82943570703,38741.55335625193,9621.102418774535,7632.961589875342,4415.202874541716,2702.8836434494497,872.9773051885371,18483.14824762552
2020-04-28,117142.34221772531,55638.51079907821,15199.490350395821,9120.81431345773,6672.375045896258,3693.0501444052516,1641.432682438931,25176.668882053113
2020-04-29,111278.99549030162,58339.80774080249,11629.743894821542,6714.802922054414,8580.917814677585,3303.3401926964552,2025.1407466399821,20685.242178609158
2020-04-30,111865.47920564571,60826.14091302905,14576.155853473245,9080.72395774306,6188.072326174013,4129.9825801439,1260.2373624527058,15804.166212629745
2020-05-01,86359.18817807891,36454.00267288357,9022.945176685313,5862.565879809782,6085.462379881121,2840.397113098748,1443.789154470725,24650.025801249656
2020-05-02,121041.91466404148,49278.34780164681,17909.576151663685,11162.519336446772,7978.343448703229,4360.685708918549,1214.7958549603254,29137.646361702107
2020-05-03,78972.23405811579,47293.790702201,10723.097329116903,5738.516355849665,4145.711418519964,2821.4630182868577,876.3844542431751,7373.27077989823
2020-05-04,108802.85640700406,48585.444388581214,15167.987453415604,9392.087559063717,6371.2678578010255,2591.7823117807034,1469.7637619800046,25224.523074381796
2020-05-05,132856.8343871497,54573.08438140718,17962.937261230334,7277.47362515268,8716.891880738636,4384.71006302821,1439.639687915982,38502.09748767667
2020-05-06,85141.95512303968,37290.053398987315,11024.729668522763,5943.012112177257,6434.220417666364,2042.807556251612,1571.6367693047478,20835.49520012961
2020-05-07,91505.53405595841,37315.1853295406,11209.028871187375,9073.878340315649,6517.587323518028,2897.651718868635,1705.7276690828526,22786.474803445264
2020-05-08,101494.77047631462,48551.259554383716,14505.497505722835,9177.463099800634,6968.275185864331,3405.01696573773,1781.8124556602847,17105.44570914509
2020-05-09,92447.86518825701,51815.21247445738,13667.65725884255,5361.702546178825,5998.108711560215,3692.8023729477613,1148.6458946241733,10763.735929646107
2020-05-10,76740.048534008,35933.442540876866,9588.807859845041,4902.783758594758,4524.633129127226,1581.676828390871,1168.9405448320178,19039.763872341224
2020-05-11,101028.4446220904,49386.40959360867,14808.421318564971,6717.461140131262,5412.836068695042,2204.930435659908,1196.3672487295282,21302.018816701035
2020-05-12,84065.44429410843,44984.878173477366,10858.451441888838,6936.935704537247,5234.946972581548,1810.814554941268,1077.1124216986268,13162.305024983536
2020-05-13,107103.88645952773,53742.461123949375,13593.540587200809,9409.048361518266,5446.82756899254,2995.3985686742417,1623.7005868502488,20292.909662342267
2020-05-14,86208.63648649295,49336.26619441115,10579.880484386105,7541.215172108392,4856.27703740883,3140.7329776671368,1495.7317471264262,9258.532873384902
2020-05-15,123249.01607526309,70647.2153971984,13614.627141785388,9304.524591866526,7761.5453201195605,4545.562572067448,1349.1507532599278,16026.390298965853
2020-05-16,88251.20061495644,35475.40640118729,8841.533288149352,7990.354328121901,5520.83233732362,3065.810695321466,1144.3504039912775,26212.913160861528
2020-05-17,95169.07725691487,52876.82071299731,10666.103963776011,6838.269754108262,4884.920521686177,3610.483038873503,1833.5477596706278,14458.931505802975
2020-05-18,112202.75826054504,55220.21945830344,14079.89311621616,6305.124969079132,7592.963133234786,2968.570690564064,1603.515781495893,24432.471111651554
2020-05-19,81537.03525349067,48740.23931666778,9702.743926464971,6377.997479748143,5421.440499108357,1774.4980717929861,1580.8968495346774,7939.219110173755
2020-05-20,103411.89901906194,51359.148934265206,12660.12535739366,10094.559681957222,5412.902382964039,2188.51228154402,2059.345117094947,19637.30526384285
2020-05-21,119607.14131423642,71450.81708619557,17825.34064027122,10722.742251881644,9364.628160651891,4430.565998564739,1825.9941756047572,3987.0530010665825
2020-05-22,75887.75148158158,41807.61502439197,8917.844278969076,5990.202120794039,4020.645642996234,2626.3783892124375,977.4676371189257,11547.598388098893
2020-05-23,102769.50787798456,46217.60348074835,12600.481695241398,8462.070364237805,7774.001945097899,3491.3171814555008,1840.3725133631174,22383.66069784049
2020-05-24,103898.24191372635,52746.955126108944,11083.425744057624,10029.100025719792,5195.877513729328,2783.800326166261,1204.5034725275805,20854.57970541682
2020-05-25,111727.34307665966,66860.6730247848,11440.643808924264,7979.24727124548,8543.614831718578,3083.4628084402266,1398.878690386358,12420.822641159975
2020-05-26,81445.73933682877,46546.738605194616,11302.26399392274,5421.818999745182,4120.469611908574,3189.600081333038,1453.7086385662105,9411.139406158414
2020-05-27,80193.15080373586,33638.891920912494,10307.559176358685,7928.061549874786,5832.797576819092,1706.1970853835066,1149.6858384119703,19629.95765597532
2020-05-28,107829.12348425346,58365.14404767013,14884.218971723958,10046.671987458498,6561.480268857117,3825.1987698040925,1295.6078257845827,12850.801612955082
2020-05-29,104454.77009849779,49001.39527797308,11228.171220050388,6909.9106730814265,7536.046489157529,2735.948954825835,1724.6796009270597,25318.617882482475
2020-05-30,103757.39275518815,41647.84935972303,13342.31239553477,7593.902917390059,6438.390689763205,2156.1919627344746,1797.8685300259017,30780.87690001671
2020-05-31,105196.72314245463,50567.66441537837,11853.790171768305,7443.079108108807,5483.614589347215,3666.253309921813,1183.5380769201981,24998.783471009927
2020-06-01,89799.62917632263,40136.02367420995,10003.956246977272,5159.418291640478,6557.635957921587,2390.307876005567,1146.7235381123317,24405.56359145545
2020-06-02,103483.80545741506,58341.4638400852,10408.018335539435,10130.12970131296,5395.3952436541895,3564.2875759709923,1263.8236616260326,14380.687099226256
2020-06-03,104396.08709948022,48801.63396426873,11119.961786464328,7330.2361442250385,8107.777315438551,3565.448714316169,1440.514240089059,24030.514934678344
2020-06-04,89284.72872960448,50490.937198239146,10309.118844958817,8371.912421103183,4600.772525217573,2740.660596616059,1574.486991311146,11196.840152158562
2020-06-05,127986.61766717135,51209.952700676,13546.607628975404,7611.084039111724,8239.747515289177,4549.5995028034895,2193.317036789177,40636.30924352637
2020-06-06,107107.49381367682,49436.94506690149,15990.390721741458,8289.428163734849,7678.646865566649,3386.821050507149,1780.6876944651237,20544.57425076008
2020-06-07,82130.44754196027,36813.58041331396,9480.451631662658,4204.920341297091,5075.4476215279265,2113.441210968139,826.4668223719319,23616.139500818565
2020-06-08,109848.30412950745,49070.71735448123,11700.623639586498,9689.831413030835,6208.297069999554,3809.7924997391337,1254.6250604769236,28114.417092193267
2020-06-09,85379.77494659017,35316.26162862485,9387.857647913901,6748.90364211019,6213.319210769016,2713.607996766116,1044.448694350498,23955.376126055606
2020-06-10,111806.26905613678,48906.84092734468,14466.072169269042,9087.555317213624,8220.98539629419,2264.5851787422657,1422.1263754974573,27438.103691775512
2020-06-11,117378.93368511106,59993.536698523654,12113.761395545398,6172.493786431458,9118.095284250481,4464.259316703574,1345.6632500705746,24171.123953585935
2020-06-12,87689.76522472434,40185.78290444286,12550.308842165803,5309.7833427067835,5374.0631678192285,2710.7425202390496,1236.70239601523,20322.382051335386
2020-06-13,114450.64193866483,55334.476931349986,16947.276969492075,6147.892899769652,7460.75717680669,4277.311801564486,1230.5510815484447,23052.37507813351
2020-06-14,106191.71390404747,50480.713549166896,11929.297965508356,6843.6010135334745,6466.422646596345,3998.621035236264,1858.3785576739374,24614.679136332197
2020-06-15,112330.90239991735,64610.59908832096,13761.070624328957,9140.584616688102,6482.892111171237,3246.288169776882,2008.1628927606218,13081.304896870584
2020-06-16,128451.89473980921,74638.23224171436,12987.350082669143,10058.977860025,9316.742944637143,3873.2356633514933,2022.1753910500247,15555.180556362058
2020-06-17,96319.17825995694,48023.913389464644,12717.551943419609,7764.047302486896,5797.408511193189,2727.28598477685,1049.5947830254977,18239.376345590237
2020-06-18,88693.95753463765,41334.15058127509,10705.03276423358,6870.461323703718,5573.925929528336,2571.1256759662783,1676.3895637671349,19962.871696163507
2020-06-19,86657.28355561715,36513.92520038133,9835.855009239593,5515.860866067437,5382.302056160613,3284.5660946927055,1703.3666137543958,24421.407715321075
2020-06-20,87762.84572551843,51839.80825370254,9683.915244019714,5461.075974684492,6264.497602305749,3138.652144657501,1055.2284765050626,10319.668029643377
2020-06-21,98843.47435878844,40727.99784030752,13116.643101209824,5619.5464837030095,7663.716971021798,2226.9942360283126,1684.9252228385856,27803.650503679382
2020-06-22,105117.27962224965,48304.5493402569,12699.308063953284,9718.46500992941,7358.491481200805,3385.4234670006954,1936.195780842698,21714.84647906586
2020-06-23,104150.36198995028,47868.88534574517,11350.61519836115,8417.845517067663,6680.98304223876,4157.487981887662,1603.752602807026,24070.79230184284
2020-06-24,112407.74873554036,52166.21694761479,15113.834897711531,6668.651588275397,8248.048219307508,3587.0452463791294,1487.5177046753925,25136.434131576592
2020-06-25,100195.0283781686,43370.1563360352,12850.374509545762,5897.526360911768,6936.415619208726,3578.709164121346,1481.4423241626444,26080.404064183138
2020-06-26,121803.01115735975,67799.48856470648,17409.743210090495,11407.068813541004,6311.626277996165,4309.540287606041,1841.9888752472511,12723.555128172316
2020-06-27,96030.14750143066,40764.75655121303,10167.076144991704,8367.73509512436,5077.10502450105,2593.4238236657325,1345.0338194934418,27715.017042441337
2020-06-28,140802.5374988443,74200.30873627355,19611.44630897812,11682.38005869619,7200.290933135295,3863.1972577347515,2717.267200767231,21527.647003259146
2020-06-29,109385.01021647509,46463.383865887175,14622.133051996176,7694.492238818921,6968.316266097682,3771.7623402305417,1907.5467190678394,27957.375734376736
2020-06-30,87142.63665375576,36086.38694908311,9215.381479336525,5498.593903192063,6516.143205423491,2614.2503976251505,1081.7029798873466,26130.17773920807
2020-07-01,83936.61252908332,48841.53138631292,11309.706171929207,8307.41958618997,4985.204846710821,2636.5677012360998,1330.8629927477098,6525.3198439565895
2020-07-02,107237.08622864778,46972.605473112206,13091.220857446378,9636.536764012917,6597.740871829436,3673.7405188580838,1810.901040917876,25454.340702470887
2020-07-03,96648.05822011223,54533.66983827738,14231.353050587293,6290.721707370366,7469.378806587589,3435.9834940777537,1101.9390422470233,9585.012280964831
2020-07-04,110710.00741138138,56343.22051990017,11854.890424960306,10227.195614449973,8315.107969577593,2815.392194890452,1503.9132400671751,19650.28744753571
2020-07-05,107098.56436860317,44507.09004280832,14152.183101088654,9418.954325935103,7491.699160596807,2456.3993052514397,2040.8148529483817,27031.423579974464
2020-07-06,98907.56631014691,58463.23759417289,11779.792464803653,6414.554024832997,5737.045698579966,2555.3652935983932,1550.0527732604635,12407.518460898544
2020-07-07,87298.09422897393,39231.085536980696,12906.214286542749,6226.767274609919,4671.429662981734,2632.104455153551,1062.4158391202243,20568.077173585072
2020-07-08,77277.29162971202,44197.129462072386,9002.707473662722,4582.363512937206,3901.0940511900308,2074.3409197009832,867.6576828166095,12651.998527332093
2020-07-09,93302.27571899469,40470.98182836517,13818.93432291625,5183.186075181468,4964.643964356117,2926.6362910680273,1416.5402421898582,24521.35299491779
2020-07-10,112845.98191485209,64411.19737284008,16371.050993975718,9720.338660071113,6632.84908530873,2377.587481051945,1746.5011511082157,11586.457170496302
